County,State,Value
Gladwin County,Michigan,3.6
Iron County,Missouri,1.9
Jasper County,Missouri,2.7
Knox County,Missouri,2.8
Linn County,Missouri,2.3
Madison County,Missouri,2.9
Marion County,Missouri,2.3
Moniteau County,Missouri,1.8
Morgan County,Missouri,3.8
Perry County,Missouri,2
Pulaski County,Missouri,2.3
St. Clair County,Missouri,3.1
Saline County,Missouri,2.7
Sullivan County,Missouri,1.9
Washington County,Missouri,1.4
Webster County,Missouri,2.5
Cascade County,Montana,1.6
Golden Valley County,Montana,2.4
Lake County,Montana,3.6
Madison County,Montana,3.2
Pondera County,Montana,2.1
Silver Bow County,Montana,2
Treasure County,Montana,0.4
Wheatland County,Montana,1.7
Adams County,Nebraska,1.7
Blaine County,Nebraska,0.7
Butler County,Nebraska,1.2
Clay County,Nebraska,2.6
Colfax County,Nebraska,1.7
Dawson County,Nebraska,2.4
Fillmore County,Nebraska,2.2
Frontier County,Nebraska,1.9
Grant County,Nebraska,4.6
Hall County,Nebraska,1.6
Johnson County,Nebraska,2.2
Kearney County,Nebraska,1.9
Logan County,Nebraska,1.2
McPherson County,Nebraska,0.7
Nance County,Nebraska,1.7
Pawnee County,Nebraska,0.8
Pierce County,Nebraska,1.5
Polk County,Nebraska,1.7
Saline County,Nebraska,1.9
Sherman County,Nebraska,2.2
Stanton County,Nebraska,1.2
Valley County,Nebraska,1.3
Wheeler County,Nebraska,0.8
Eureka County,Nevada,3.3
Pershing County,Nevada,2
White Pine County,Nevada,2.5
Camden County,New Jersey,1.7
Gloucester County,New Jersey,1.6
Passaic County,New Jersey,1.4
Bernalillo County,New Mexico,1.9
Lauderdale County,Mississippi,1.6
Leake County,Mississippi,1.2
Leflore County,Mississippi,1.9
Marion County,Mississippi,1.3
Neshoba County,Mississippi,1.4
Perry County,Mississippi,0.8
Quitman County,Mississippi,2.5
Stone County,Mississippi,2.4
Tate County,Mississippi,1.8
Webster County,Mississippi,1.3
Winston County,Mississippi,1.4
Audrain County,Missouri,3
Bollinger County,Missouri,1.6
Camden County,Missouri,6.4
Carter County,Missouri,1.8
Christian County,Missouri,2.9
Crawford County,Missouri,2.3
Dent County,Missouri,1.7
Howard County,Missouri,1.5
Alamance County,North Carolina,2.9
Alleghany County,North Carolina,4.6
Bladen County,North Carolina,1.2
Buncombe County,North Carolina,3
Caldwell County,North Carolina,1.9
Clay County,North Carolina,5.6
Dare County,North Carolina,3.9
Davidson County,North Carolina,2.3
Forsyth County,North Carolina,3.1
Guilford County,North Carolina,3
Hertford County,North Carolina,2.1
Jones County,North Carolina,1.8
Martin County,North Carolina,1.5
Nash County,North Carolina,2.6
Pender County,North Carolina,3
Randolph County,North Carolina,2
Scotland County,North Carolina,1.7
Vance County,North Carolina,2.4
Wake County,North Carolina,2.5
Barnes County,North Dakota,1.2
Billings County,North Dakota,0
Cavalier County,North Dakota,2
Foster County,North Dakota,1.1
Grand Forks County,North Dakota,1.6
LaMoure County,North Dakota,1.1
Mountrail County,North Dakota,0.5
Ransom County,North Dakota,1.8
Rolette County,North Dakota,0.5
Steele County,North Dakota,1.5
Towner County,North Dakota,2.6
Allen County,Ohio,2.2
Brown County,Ohio,2.2
Clinton County,Ohio,2.9
Defiance County,Ohio,2.3
Fayette County,Ohio,3.4
Geauga County,Ohio,2.1
Guernsey County,Ohio,1.9
Hancock County,Ohio,2.4
Knox County,Ohio,2
Logan County,Ohio,3
Madison County,Ohio,2.2
Miami County,Ohio,2.3
Muskingum County,Ohio,2.5
Pike County,Ohio,1.5
Putnam County,Ohio,1.4
Seneca County,Ohio,2.6
Tuscarawas County,Ohio,1.8
Wayne County,Ohio,1.8
Wood County,Ohio,2.2
Beckham County,Oklahoma,2.1
Carter County,Oklahoma,2
Coal County,Oklahoma,1.1
Custer County,Oklahoma,2.1
Garfield County,Oklahoma,1.9
Greer County,Oklahoma,2.3
Eddy County,New Mexico,1.4
Guadalupe County,New Mexico,2.1
Lincoln County,New Mexico,4.6
Socorro County,New Mexico,1.2
Allegany County,New York,2.1
Chenango County,New York,2
Genesee County,New York,1.2
Herkimer County,New York,2
Lewis County,New York,1.4
Oneida County,New York,1.6
Otsego County,New York,2.8
Saratoga County,New York,1.6
Steuben County,New York,1.7
Warren County,New York,2.4
Yates County,New York,1.9
Blair County,Pennsylvania,1.5
Bradford County,Pennsylvania,0.9
Cambria County,Pennsylvania,1.9
Clarion County,Pennsylvania,1.5
Elk County,Pennsylvania,2.1
Indiana County,Pennsylvania,1.3
Lackawanna County,Pennsylvania,1.9
Mifflin County,Pennsylvania,2.1
Montour County,Pennsylvania,1.6
Potter County,Pennsylvania,2.1
Sullivan County,Pennsylvania,1.5
Warren County,Pennsylvania,1.6
Allendale County,South Carolina,2.6
Bamberg County,South Carolina,2.1
Clarendon County,South Carolina,3.7
Fairfield County,South Carolina,2
Greenwood County,South Carolina,2.5
Horry County,South Carolina,4.9
Laurens County,South Carolina,2.3
Newberry County,South Carolina,2.4
Spartanburg County,South Carolina,2.9
Beadle County,South Dakota,1.7
Brule County,South Dakota,0.9
Codington County,South Dakota,1.6
Davison County,South Dakota,1.3
Dewey County,South Dakota,0.5
Faulk County,South Dakota,0.6
Hand County,South Dakota,0.9
Jackson County,South Dakota,0.5
Kingsbury County,South Dakota,2.2
McCook County,South Dakota,1.8
Miner County,South Dakota,1.5
Potter County,South Dakota,2.2
Spink County,South Dakota,1.3
Turner County,South Dakota,1.7
Walworth County,South Dakota,1.4
Benton County,Tennessee,2.8
Blount County,Tennessee,2.5
Cannon County,Tennessee,1.8
Clay County,Tennessee,2.7
Decatur County,Tennessee,3.1
Franklin County,Tennessee,2.7
Hamblen County,Tennessee,2.7
Hawkins County,Tennessee,2.2
Humphreys County,Tennessee,2.3
Knox County,Tennessee,3.1
Loudon County,Tennessee,2.7
Marshall County,Tennessee,2.5
Morgan County,Tennessee,2.2
Polk County,Tennessee,2.4
Scott County,Tennessee,1.3
Sumner County,Tennessee,2.6
Union County,Tennessee,2.8
Harper County,Oklahoma,1
Hughes County,Oklahoma,2.3
Kingfisher County,Oklahoma,1.5
Lincoln County,Oklahoma,2.3
McClain County,Oklahoma,2
Mayes County,Oklahoma,2.6
Oklahoma County,Oklahoma,2.4
Pontotoc County,Oklahoma,2.6
Pushmataha County,Oklahoma,1.5
Washington County,Oklahoma,2.2
Woodward County,Oklahoma,2
Deschutes County,Oregon,4.2
Jefferson County,Oregon,3.8
Lake County,Oregon,2.8
Polk County,Oregon,2.3
Wheeler County,Oregon,2
Armstrong County,Pennsylvania,2
Gonzales County,Texas,1.8
Gray County,Texas,2.3
Grimes County,Texas,2.6
Hall County,Texas,1.9
Hansford County,Texas,1.7
Hill County,Texas,2.1
Howard County,Texas,1.8
Hutchinson County,Texas,2.2
Jim Hogg County,Texas,1.3
Johnson County,Texas,2.1
Kent County,Texas,0.8
Kerr County,Texas,2.6
Knox County,Texas,2.1
La Salle County,Texas,1.5
Live Oak County,Texas,2.4
Lubbock County,Texas,1.9
McLennan County,Texas,2
Mason County,Texas,2.3
Midland County,Texas,1.6
Montgomery County,Texas,1.9
Navarro County,Texas,2.2
Nolan County,Texas,2.1
Ochiltree County,Texas,1.4
Oldham County,Texas,3.3
Parker County,Texas,2.5
Rains County,Texas,2.3
Randall County,Texas,1.9
Roberts County,Texas,0.7
Rockwall County,Texas,2.2
Runnels County,Texas,2.4
San Saba County,Texas,4.4
Somervell County,Texas,2.5
Stephens County,Texas,2.5
Stonewall County,Texas,0.8
Terry County,Texas,2.1
Titus County,Texas,1.8
Upshur County,Texas,1.7
Uvalde County,Texas,1.8
Ward County,Texas,1.3
Williamson County,Texas,2
Wise County,Texas,2.8
Zavala County,Texas,1
Davis County,Utah,1.6
White County,Tennessee,2.2
Wilson County,Tennessee,1.9
Archer County,Texas,1.4
Armstrong County,Texas,2.6
Bastrop County,Texas,2.1
Blanco County,Texas,2.7
Brooks County,Texas,1.2
Burnet County,Texas,3.5
Camp County,Texas,2.8
Castro County,Texas,1.5
Cochran County,Texas,2.3
Concho County,Texas,2.4
Coryell County,Texas,2.3
Crane County,Texas,1.6
Dawson County,Texas,2
DeWitt County,Texas,1.9
Dimmit County,Texas,1.4
Edwards County,Texas,3.7
Fayette County,Texas,2
Franklin County,Texas,2.4
Garza County,Texas,1.6
Montgomery County,Virginia,2.6
Nelson County,Virginia,1.9
Patrick County,Virginia,2.1
Powhatan County,Virginia,1.8
Pulaski County,Virginia,2.3
Russell County,Virginia,1.5
Warren County,Virginia,3
Wythe County,Virginia,2
Alexandria city,Virginia,1.5
Bedford city,Virginia,2.4
Buena Vista city,Virginia,4.1
Charlottesville city,Virginia,2.7
Harrisonburg city,Virginia,3.1
Hopewell city,Virginia,3.8
Martinsville city,Virginia,5.4
Richmond city,Virginia,4.6
Salem city,Virginia,2.2
Waynesboro city,Virginia,3.5
Cowlitz County,Washington,2.1
Franklin County,Washington,1.2
Lewis County,Washington,2.7
Mason County,Washington,2.9
Spokane County,Washington,2.1
Barbour County,West Virginia,1.6
Boone County,West Virginia,1.3
Calhoun County,West Virginia,1.1
Gilmer County,West Virginia,1.6
Jackson County,West Virginia,1.4
Marion County,West Virginia,1.4
Monongalia County,West Virginia,2
Nicholas County,West Virginia,1.3
Preston County,West Virginia,1.5
Summers County,West Virginia,1.9
Webster County,West Virginia,2
Adams County,Wisconsin,4.1
Bayfield County,Wisconsin,3
Clark County,Wisconsin,2
Door County,Wisconsin,3.7
Dunn County,Wisconsin,2.2
Fond du Lac County,Wisconsin,2
Green Lake County,Wisconsin,3.4
Iowa County,Wisconsin,1.8
Jackson County,Wisconsin,1.6
Langlade County,Wisconsin,2.4
Marquette County,Wisconsin,3.8
Monroe County,Wisconsin,1.7
Polk County,Wisconsin,2.5
Rusk County,Wisconsin,2
Trempealeau County,Wisconsin,1.4
Washington County,Wisconsin,1.8
Wood County,Wisconsin,1.4
Natrona County,Wyoming,1.7
Platte County,Wyoming,2.4
Sheridan County,Wyoming,1.7
Weston County,Wyoming,2.6
Arecibo Municipio,Puerto Rico,2.8
Morgan County,Utah,1.9
Piute County,Utah,1.2
Salt Lake County,Utah,2
Wasatch County,Utah,5.9
Caledonia County,Vermont,2
Orleans County,Vermont,2.1
Amelia County,Virginia,1.9
Bath County,Virginia,2.7
Buckingham County,Virginia,2
Clarke County,Virginia,2.5
Culpeper County,Virginia,2
Floyd County,Virginia,1.9
Goochland County,Virginia,2
King William County,Virginia,2.3
Lunenburg County,Virginia,2.5
Madison County,Virginia,2.2
Choctaw County,Alabama,0.8
Clarke County,Alabama,1.1
Cleburne County,Alabama,1.6
Coffee County,Alabama,2.2
Coosa County,Alabama,1.9
Dallas County,Alabama,2
Etowah County,Alabama,2.6
Franklin County,Alabama,2.2
Geneva County,Alabama,2.2
Henry County,Alabama,2.7
Jackson County,Alabama,1.9
Lee County,Alabama,3.8
Lowndes County,Alabama,1.6
Macon County,Alabama,2.2
Madison County,Alabama,2.4
Marion County,Alabama,2.4
Marshall County,Alabama,2.5
Montgomery County,Alabama,2.8
Perry County,Alabama,1.4
Pike County,Alabama,2.1
Randolph County,Alabama,3.2
Russell County,Alabama,3
Shelby County,Alabama,2.7
Tallapoosa County,Alabama,3.4
Walker County,Alabama,1.9
Wilcox County,Alabama,1.4
Aleutians West Census Area,Alaska,7.2
Bristol Bay Borough,Alaska,2.6
Dillingham Census Area,Alaska,0.7
Juneau City and Borough,Alaska,1.4
Ketchikan Gateway Borough,Alaska,2
Matanuska-Susitna Borough,Alaska,2.1
North Slope Borough,Alaska,0.3
Petersburg Census Area,Alaska,1.6
Sitka City and Borough,Alaska,1.5
Woodruff County,Arkansas,2.1
Alpine County,California,6.3
Butte County,California,2.4
Calaveras County,California,3.7
Barranquitas Municipio,Puerto Rico,1.6
Caguas Municipio,Puerto Rico,3.2
Carolina Municipio,Puerto Rico,2.4
ComerÃ_o Municipi,Puerto Rico,0.7
Florida Municipio,Puerto Rico,1.7
Guaynabo Municipio,Puerto Rico,2.8
Humacao Municipio,Puerto Rico,4.7
Las MarÃ_as Municipi,Puerto Rico,1.1
Maricao Municipio,Puerto Rico,1.2
Naranjito Municipio,Puerto Rico,0.5
Quebradillas Municipio,Puerto Rico,2.6
San Lorenzo Municipio,Puerto Rico,3.5
Toa Alta Municipio,Puerto Rico,1.9
Vega Baja Municipio,Puerto Rico,2.5
Bibb County,Alabama,1.9
Bullock County,Alabama,1.1
Calhoun County,Alabama,2.7
Mendocino County,California,2.2
Modoc County,California,2.8
Mono County,California,3.5
Nevada County,California,2.6
Orange County,California,1.4
Riverside County,California,3.8
San Benito County,California,2
San Diego County,California,1.9
San Francisco County,California,2.3
Santa Barbara County,California,1.7
Santa Cruz County,California,1.6
Siskiyou County,California,2.8
Solano County,California,2.5
Sutter County,California,2.1
Tehama County,California,2.9
Trinity County,California,2.6
Tuolumne County,California,3.5
Yolo County,California,1.9
Adams County,Colorado,2.2
Archuleta County,Colorado,5.9
Baca County,Colorado,1.4
Chaffee County,Colorado,3
Conejos County,Colorado,1.1
Delta County,Colorado,2.4
Dolores County,Colorado,2.5
Elbert County,Colorado,2.4
Fremont County,Colorado,2.9
Kiowa County,Colorado,2.7
Contra Costa County,California,2.1
Del Norte County,California,3
El Dorado County,California,2.4
Imperial County,California,3.5
Kern County,California,3.2
Kings County,California,2
Madera County,California,3.1
Sabine County,Texas,1.7
Middlesex County,Connecticut,1.5
New London County,Connecticut,2
Tolland County,Connecticut,1
Sussex County,Delaware,3.7
District of Columbia,District of Columbia,3.4
Baker County,Florida,2
Brevard County,Florida,3.7
Broward County,Florida,3.3
Citrus County,Florida,4.3
Collier County,Florida,5.4
Duval County,Florida,3.4
Gilchrist County,Florida,3.1
Glades County,Florida,4.2
Gulf County,Florida,5.8
Hardee County,Florida,2.5
Hendry County,Florida,3.7
Hernando County,Florida,3.9
Lake County,Colorado,4.7
La Plata County,Colorado,3.2
Larimer County,Colorado,2
Lincoln County,Colorado,3.5
Mesa County,Colorado,2.2
Moffat County,Colorado,2
Morgan County,Colorado,2.6
Ouray County,Colorado,4.7
Pitkin County,Colorado,3.7
Rio Blanco County,Colorado,2.9
Saguache County,Colorado,5
San Miguel County,Colorado,10.1
Teller County,Colorado,3.6
Washington County,Colorado,2.4
Polk County,Florida,4.3
St. Johns County,Florida,3.7
St. Lucie County,Florida,4.6
Santa Rosa County,Florida,2.9
Sarasota County,Florida,3.7
Sumter County,Florida,3.5
Union County,Florida,1.6
Volusia County,Florida,4
Washington County,Florida,2.8
Appling County,Georgia,1.1
Bacon County,Georgia,1.4
Banks County,Georgia,2.3
Berrien County,Georgia,2.6
Brantley County,Georgia,1.3
Bulloch County,Georgia,2.6
Burke County,Georgia,1.3
Calhoun County,Georgia,1.5
Carroll County,Georgia,3.9
Charlton County,Georgia,1.6
Cherokee County,Georgia,3.5
Clayton County,Georgia,4.1
Coffee County,Georgia,2.2
Coweta County,Georgia,3.2
Crawford County,Georgia,1.7
Dawson County,Georgia,4.1
Dodge County,Georgia,1.9
Dougherty County,Georgia,3.4
Echols County,Georgia,0.2
Effingham County,Georgia,3.1
Elbert County,Georgia,2.5
Evans County,Georgia,2.3
Fannin County,Georgia,5.6
Floyd County,Georgia,2.8
Wrangell City and Borough,Alaska,2.5
Yukon-Koyukuk Census Area,Alaska,0.9
Graham County,Arizona,3.7
Indian River County,Florida,4.8
Jackson County,Florida,2.4
Jefferson County,Florida,2.2
Levy County,Florida,3.4
Madison County,Florida,1.6
Nassau County,Florida,3.6
Okaloosa County,Florida,3.3
Orange County,Florida,4.2
Osceola County,Florida,5.4
Palm Beach County,Florida,3.4
Crittenden County,Arkansas,2.6
Faulkner County,Arkansas,1.6
Franklin County,Arkansas,1.9
Grant County,Arkansas,1.6
Hempstead County,Arkansas,1.5
Hot Spring County,Arkansas,1.6
Jackson County,Arkansas,2.1
Lafayette County,Arkansas,1.8
Little River County,Arkansas,1.1
Madison County,Arkansas,2.4
Marion County,Arkansas,3.3
Nevada County,Arkansas,2.1
Ouachita County,Arkansas,1.6
Perry County,Arkansas,0.8
Phillips County,Arkansas,1.9
Polk County,Arkansas,2.4
Pope County,Arkansas,1.9
Aleutians East Borough,Alaska,0
Saline County,Arkansas,1.9
Scott County,Arkansas,2.1
Sevier County,Arkansas,1.2
Stone County,Arkansas,2.3
Wilkes County,Georgia,2.1
Hawaii County,Hawaii,2.9
Ada County,Idaho,3.1
Adams County,Idaho,3.3
Bear Lake County,Idaho,4.7
Benewah County,Idaho,2.2
Bingham County,Idaho,1.5
Blaine County,Idaho,6.7
Bonneville County,Idaho,2.6
Butte County,Idaho,2.1
Cassia County,Idaho,1.3
Clearwater County,Idaho,2.5
Franklin County,Idaho,1.6
Greenlee County,Arizona,2.2
Mohave County,Arizona,4.9
Pinal County,Arizona,5.5
Yuma County,Arizona,2.7
Ashley County,Arkansas,1.5
Calhoun County,Arkansas,0.8
Carroll County,Arkansas,3.2
Clay County,Arkansas,2.3
Crawford County,Arkansas,1.9
Boone County,Illinois,3.4
Bureau County,Illinois,2.4
Calhoun County,Illinois,2.8
Clark County,Illinois,2.1
Crawford County,Illinois,1.5
DeKalb County,Illinois,2.3
Douglas County,Illinois,2.3
DuPage County,Illinois,2
Edwards County,Illinois,1.2
Fayette County,Illinois,1.7
Ford County,Illinois,2.6
Gallatin County,Illinois,1.3
Jackson County,Illinois,2.2
Jefferson County,Illinois,1.8
Jersey County,Illinois,1.7
Jo Daviess County,Illinois,2.5
Kendall County,Illinois,2.9
LaSalle County,Illinois,2.6
Lawrence County,Illinois,1.7
Logan County,Illinois,2.8
McDonough County,Illinois,2.1
McHenry County,Illinois,2
Macoupin County,Illinois,1.9
Mason County,Illinois,2.4
Massac County,Illinois,2.1
Monroe County,Illinois,1.4
Ogle County,Illinois,2.3
Piatt County,Illinois,1.8
Pulaski County,Illinois,1.1
Richland County,Illinois,1.4
Rock Island County,Illinois,1.7
Saline County,Illinois,1.9
Sangamon County,Illinois,1.9
Stephenson County,Illinois,2.4
Vermilion County,Illinois,2.5
Washington County,Illinois,1.3
Whiteside County,Illinois,1.9
Will County,Illinois,1.9
Adams County,Indiana,2.3
Blackford County,Indiana,3.2
Boone County,Indiana,2.3
Carroll County,Indiana,2.8
Clay County,Indiana,2.1
Crawford County,Indiana,3
Decatur County,Indiana,2.7
Fremont County,Idaho,3.1
Gooding County,Idaho,2.7
